"TABLE_NAME"	"COLUMN_ID"	"COLUMN_NAME"	"DATA_TYPE"	"DATA_LENGTH"	"DATA_PRECISION"	"DATA_SCALE"	"NULLABLE"
"OBJECTS_VIEW"	3	"Y"	"FLOAT"	22	126		"Y"
"OBJECTS_VIEW"	4	"Z"	"FLOAT"	22	126		"Y"
"OBJECTS_VIEW"	5	"QUATERNION_W"	"FLOAT"	22	126		"Y"
"OBJECTS_VIEW"	6	"QUATERNION_X"	"FLOAT"	22	126		"Y"
"OBJECTS_VIEW"	7	"QUATERNION_Y"	"FLOAT"	22	126		"Y"
"OBJECTS_VIEW"	8	"QUATERNION_Z"	"FLOAT"	22	126		"Y"
"OBJECTS_VIEW"	9	"NODE_X"	"NUMBER"	22		0	"Y"
"OBJECTS_VIEW"	10	"NODE_Y"	"NUMBER"	22		0	"Y"
"OBJECTS_VIEW"	11	"NODE_Z"	"NUMBER"	22		0	"Y"
"OBJECTS_VIEW"	12	"TYPE_ID"	"NUMBER"	22		0	"Y"
"OBJECTS_VIEW"	13	"SCENE_ID"	"VARCHAR2"	50			"Y"
"OBJECTS_VIEW"	14	"CONTROLLER_TYPE"	"NUMBER"	22		0	"Y"
"OBJECTS_VIEW"	15	"DELETED"	"NUMBER"	22		0	"Y"
"OBJECTS_VIEW"	16	"OBJECT_NAME"	"VARCHAR2"	127			"Y"
"OBJECTS_VIEW"	17	"VOLUME"	"NUMBER"	22		0	"Y"
"OBJECTS_VIEW"	18	"CONTAINED_BY"	"NUMBER"	22	20	0	"Y"
"OBJECTS_VIEW"	19	"SLOT_ARRANGEMENT"	"NUMBER"	22		0	"Y"
"OBJECTS_VIEW"	20	"PLAYER_CONTROLLED"	"CHAR"	1			"Y"
"OBJECTS_VIEW"	21	"CACHE_VERSION"	"NUMBER"	22		0	"Y"
"OBJECTS_VIEW"	22	"LOAD_CONTENTS"	"CHAR"	1			"Y"
"OBJECTS_VIEW"	23	"CASH_BALANCE"	"NUMBER"	22		0	"Y"
"OBJECTS_VIEW"	24	"BANK_BALANCE"	"NUMBER"	22		0	"Y"
"OBJECTS_VIEW"	25	"COMPLEXITY"	"FLOAT"	22	126		"Y"
"OBJECTS_VIEW"	26	"NAME_STRING_TABLE"	"VARCHAR2"	500			"Y"
"OBJECTS_VIEW"	27	"NAME_STRING_TEXT"	"VARCHAR2"	500			"Y"
"OBJECTS_VIEW"	28	"OBJECT_TEMPLATE_ID"	"NUMBER"	22		0	"Y"
"OBJECTS_VIEW"	29	"STATIC_ITEM_NAME"	"VARCHAR2"	128			"Y"
"OBJECTS_VIEW"	30	"STATIC_ITEM_VERSION"	"NUMBER"	22		0	"Y"
"OBJECTS_VIEW"	31	"CONVERSION_ID"	"NUMBER"	22		0	"Y"
"OBJECTS_VIEW"	32	"DELETED_DATE"	"DATE"	7			"Y"
"OBJECTS_VIEW"	33	"LOAD_WITH"	"NUMBER"	22	20	0	"Y"
"OBJECTS_VIEW"	34	"OBJVAR_0_NAME"	"VARCHAR2"	50			"Y"
"OBJECTS_VIEW"	35	"OBJVAR_0_TYPE"	"NUMBER"	22		0	"Y"
"OBJECTS_VIEW"	36	"OBJVAR_0_VALUE"	"VARCHAR2"	50			"Y"
"OBJECTS_VIEW"	37	"OBJVAR_1_NAME"	"VARCHAR2"	50			"Y"
"OBJECTS_VIEW"	38	"OBJVAR_1_TYPE"	"NUMBER"	22		0	"Y"
"OBJECTS_VIEW"	39	"OBJVAR_1_VALUE"	"VARCHAR2"	50			"Y"
"OBJECTS_VIEW"	40	"OBJVAR_2_NAME"	"VARCHAR2"	50			"Y"
"OBJECTS_VIEW"	41	"OBJVAR_2_TYPE"	"NUMBER"	22		0	"Y"
"OBJECTS_VIEW"	42	"OBJVAR_2_VALUE"	"VARCHAR2"	50			"Y"
"OBJECTS_VIEW"	43	"OBJVAR_3_NAME"	"VARCHAR2"	50			"Y"
"OBJECTS_VIEW"	44	"OBJVAR_3_TYPE"	"NUMBER"	22		0	"Y"
"OBJECTS_VIEW"	45	"OBJVAR_3_VALUE"	"VARCHAR2"	50			"Y"
"OBJECTS_VIEW"	46	"OBJVAR_4_NAME"	"VARCHAR2"	50			"Y"
"OBJECTS_VIEW"	47	"OBJVAR_4_TYPE"	"NUMBER"	22		0	"Y"
"OBJECTS_VIEW"	48	"OBJVAR_4_VALUE"	"VARCHAR2"	50			"Y"
"OBJECTS_VIEW"	49	"OBJVAR_5_NAME"	"VARCHAR2"	50			"Y"
"OBJECTS_VIEW"	50	"OBJVAR_5_TYPE"	"NUMBER"	22		0	"Y"
"OBJECTS_VIEW"	51	"OBJVAR_5_VALUE"	"VARCHAR2"	50			"Y"
"OBJECTS_VIEW"	52	"OBJVAR_6_NAME"	"VARCHAR2"	50			"Y"
"OBJECTS_VIEW"	53	"OBJVAR_6_TYPE"	"NUMBER"	22		0	"Y"
"OBJECTS_VIEW"	54	"OBJVAR_6_VALUE"	"VARCHAR2"	50			"Y"
"OBJECTS_VIEW"	55	"OBJVAR_7_NAME"	"VARCHAR2"	50			"Y"
"OBJECTS_VIEW"	56	"OBJVAR_7_TYPE"	"NUMBER"	22		0	"Y"
"OBJECTS_VIEW"	57	"OBJVAR_7_VALUE"	"VARCHAR2"	50			"Y"
"OBJECTS_VIEW"	58	"OBJVAR_8_NAME"	"VARCHAR2"	50			"Y"
"OBJECTS_VIEW"	59	"OBJVAR_8_TYPE"	"NUMBER"	22		0	"Y"
"OBJECTS_VIEW"	60	"OBJVAR_8_VALUE"	"VARCHAR2"	50			"Y"
"OBJECTS_VIEW"	61	"OBJVAR_9_NAME"	"VARCHAR2"	50			"Y"
"OBJECTS_VIEW"	62	"OBJVAR_9_TYPE"	"NUMBER"	22		0	"Y"
"OBJECTS_VIEW"	63	"OBJVAR_9_VALUE"	"VARCHAR2"	50			"Y"
"OBJECTS_VIEW"	64	"OBJVAR_10_NAME"	"VARCHAR2"	50			"Y"
"OBJECTS_VIEW"	65	"OBJVAR_10_TYPE"	"NUMBER"	22		0	"Y"
"OBJECTS_VIEW"	66	"OBJVAR_10_VALUE"	"VARCHAR2"	50			"Y"
"OBJECTS_VIEW"	67	"OBJVAR_11_NAME"	"VARCHAR2"	50			"Y"
"OBJECTS_VIEW"	68	"OBJVAR_11_TYPE"	"NUMBER"	22		0	"Y"
"OBJECTS_VIEW"	69	"OBJVAR_11_VALUE"	"VARCHAR2"	50			"Y"
"OBJECTS_VIEW"	70	"OBJVAR_12_NAME"	"VARCHAR2"	50			"Y"
"OBJECTS_VIEW"	71	"OBJVAR_12_TYPE"	"NUMBER"	22		0	"Y"
"OBJECTS_VIEW"	72	"OBJVAR_12_VALUE"	"VARCHAR2"	50			"Y"
"OBJECTS_VIEW"	73	"OBJVAR_13_NAME"	"VARCHAR2"	50			"Y"
"OBJECTS_VIEW"	74	"OBJVAR_13_TYPE"	"NUMBER"	22		0	"Y"
"OBJECTS_VIEW"	75	"OBJVAR_13_VALUE"	"VARCHAR2"	50			"Y"
"OBJECTS_VIEW"	76	"OBJVAR_14_NAME"	"VARCHAR2"	50			"Y"
"OBJECTS_VIEW"	77	"OBJVAR_14_TYPE"	"NUMBER"	22		0	"Y"
"OBJECTS_VIEW"	78	"OBJVAR_14_VALUE"	"VARCHAR2"	50			"Y"
"OBJECTS_VIEW"	79	"OBJVAR_15_NAME"	"VARCHAR2"	50			"Y"
"OBJECTS_VIEW"	80	"OBJVAR_15_TYPE"	"NUMBER"	22		0	"Y"
"OBJECTS_VIEW"	81	"OBJVAR_15_VALUE"	"VARCHAR2"	50			"Y"
"OBJECTS_VIEW"	82	"OBJVAR_16_NAME"	"VARCHAR2"	50			"Y"
"OBJECTS_VIEW"	83	"OBJVAR_16_TYPE"	"NUMBER"	22		0	"Y"
"OBJECTS_VIEW"	84	"OBJVAR_16_VALUE"	"VARCHAR2"	50			"Y"
"OBJECTS_VIEW"	85	"OBJVAR_17_NAME"	"VARCHAR2"	50			"Y"
"OBJECTS_VIEW"	86	"OBJVAR_17_TYPE"	"NUMBER"	22		0	"Y"
"OBJECTS_VIEW"	87	"OBJVAR_17_VALUE"	"VARCHAR2"	50			"Y"
"OBJECTS_VIEW"	88	"OBJVAR_18_NAME"	"VARCHAR2"	50			"Y"
"OBJECTS_VIEW"	89	"OBJVAR_18_TYPE"	"NUMBER"	22		0	"Y"
"OBJECTS_VIEW"	90	"OBJVAR_18_VALUE"	"VARCHAR2"	50			"Y"
"OBJECTS_VIEW"	91	"OBJVAR_19_NAME"	"VARCHAR2"	50			"Y"
"OBJECTS_VIEW"	92	"OBJVAR_19_TYPE"	"NUMBER"	22		0	"Y"
"OBJECTS_VIEW"	93	"OBJVAR_19_VALUE"	"VARCHAR2"	50			"Y"
"OBJECTS_VIEW"	94	"SCRIPT_LIST"	"VARCHAR2"	2000			"Y"
"OBJECTS_VIEW"	95	"OBJECT_TEMPLATE"	"VARCHAR2"	255			"Y"
"OBJECT_LIST"	1	"OBJECT_ID"	"NUMBER"	22	20	0	"Y"
"OBJECT_LIST"	2	"CONTAINER_LEVEL"	"NUMBER"	22			"Y"
"OBJECT_TEMPLATES"	1	"ID"	"NUMBER"	22			"N"
"OBJECT_TEMPLATES"	2	"NAME"	"VARCHAR2"	255			"Y"
"OBJECT_VARIABLES"	1	"OBJECT_ID"	"NUMBER"	22	20	0	"N"
"OBJECT_VARIABLES"	2	"NAME_ID"	"NUMBER"	22			"N"
"OBJECT_VARIABLES"	3	"TYPE"	"NUMBER"	22		0	"Y"
"OBJECT_VARIABLES"	4	"VALUE"	"VARCHAR2"	1000			"Y"
"OBJECT_VARIABLES"	5	"DETACHED"	"NUMBER"	22		0	"Y"
"OBJECT_VARIABLES_VIEW"	1	"OBJECT_ID"	"NUMBER"	22	20	0	"Y"
"OBJECT_VARIABLES_VIEW"	2	"NAME"	"VARCHAR2"	500			"Y"
"OBJECT_VARIABLES_VIEW"	3	"TYPE"	"NUMBER"	22		0	"Y"
"OBJECT_VARIABLES_VIEW"	4	"VALUE"	"VARCHAR2"	1000			"Y"
"OBJECT_VARIABLES_VIEW"	5	"PACKED"	"NUMBER"	22			"Y"
"OBJECT_VARIABLE_NAMES"	1	"ID"	"NUMBER"	22	20	0	"N"
"OBJECT_VARIABLE_NAMES"	2	"NAME"	"VARCHAR2"	500			"Y"
"PLANET_OBJECTS"	1	"OBJECT_ID"	"NUMBER"	22	20	0	"N"
"PLANET_OBJECTS"	2	"PLANET_NAME"	"VARCHAR2"	100			"Y"
"PLAYERS"	1	"CHARACTER_OBJECT"	"NUMBER"	22		0	"N"
"PLAYERS"	2	"STATION_ID"	"NUMBER"	22		0	"Y"
"PLAYERS"	3	"UC_CHARACTER_NAME"	"VARCHAR2"	127			"Y"
"PLAYERS"	4	"CHARACTER_FULL_NAME"	"VARCHAR2"	127			"Y"
"PLAYERS"	5	"CREATE_TIME"	"DATE"	7			"Y"
"PLAYERS"	6	"LAST_LOGIN_TIME"	"DATE"	7			"Y"
"PLAYER_OBJECTS"	1	"OBJECT_ID"	"NUMBER"	22	20	0	"N"
"PLAYER_OBJECTS"	2	"STATION_ID"	"NUMBER"	22		0	"Y"
"PLAYER_OBJECTS"	3	"PERSONAL_PROFILE_ID"	"VARCHAR2"	200			"Y"
"PLAYER_OBJECTS"	4	"CHARACTER_PROFILE_ID"	"VARCHAR2"	200			"Y"
"PLAYER_OBJECTS"	5	"SKILL_TITLE"	"VARCHAR2"	200			"Y"
"PLAYER_OBJECTS"	6	"BORN_DATE"	"NUMBER"	22		0	"Y"
"PLAYER_OBJECTS"	7	"PLAYED_TIME"	"NUMBER"	22		0	"Y"
"PLAYER_OBJECTS"	8	"FORCE_REGEN_RATE"	"FLOAT"	22	126		"Y"
"PLAYER_OBJECTS"	9	"FORCE_POWER"	"NUMBER"	22		0	"Y"
"PLAYER_OBJECTS"	10	"MAX_FORCE_POWER"	"NUMBER"	22		0	"Y"
"PLAYER_OBJECTS"	11	"NUM_LOTS"	"NUMBER"	22		0	"Y"
"PLAYER_OBJECTS"	12	"ACTIVE_QUESTS"	"VARCHAR2"	512			"Y"
"PLAYER_OBJECTS"	13	"COMPLETED_QUESTS"	"VARCHAR2"	512			"Y"
"PLAYER_OBJECTS"	14	"CURRENT_QUEST"	"NUMBER"	22		0	"Y"
"PLAYER_OBJECTS"	15	"QUESTS"	"VARCHAR2"	4000			"Y"
"PLAYER_OBJECTS"	16	"ROLE_ICON_CHOICE"	"NUMBER"	22		0	"Y"
"PLAYER_OBJECTS"	17	"QUESTS2"	"VARCHAR2"	4000			"Y"
"PLAYER_OBJECTS"	18	"QUESTS3"	"VARCHAR2"	4000			"Y"
"PLAYER_OBJECTS"	19	"QUESTS4"	"VARCHAR2"	4000			"Y"
"PLAYER_OBJECTS"	20	"SKILL_TEMPLATE"	"VARCHAR2"	200			"Y"
"PLAYER_OBJECTS"	21	"WORKING_SKILL"	"VARCHAR2"	200			"Y"
"PLAYER_OBJECTS"	22	"CURRENT_GCW_POINTS"	"NUMBER"	22		0	"Y"
"PLAYER_OBJECTS"	23	"CURRENT_GCW_RATING"	"NUMBER"	22		0	"Y"
"PLAYER_OBJECTS"	24	"CURRENT_PVP_KILLS"	"NUMBER"	22		0	"Y"
"PLAYER_OBJECTS"	25	"LIFETIME_GCW_POINTS"	"NUMBER"	22		0	"Y"
"PLAYER_OBJECTS"	26	"MAX_GCW_IMPERIAL_RATING"	"NUMBER"	22		0	"Y"
"PLAYER_OBJECTS"	27	"MAX_GCW_REBEL_RATING"	"NUMBER"	22		0	"Y"
"PLAYER_OBJECTS"	28	"LIFETIME_PVP_KILLS"	"NUMBER"	22		0	"Y"
"PLAYER_OBJECTS"	29	"NEXT_GCW_RATING_CALC_TIME"	"NUMBER"	22		0	"Y"
"PLAYER_OBJECTS"	30	"COLLECTIONS"	"VARCHAR2"	4000			"Y"
"PLAYER_OBJECTS"	31	"SHOW_BACKPACK"	"CHAR"	1			"Y"
"PLAYER_OBJECTS"	32	"SHOW_HELMET"	"CHAR"	1			"Y"
"PLAYER_OBJECTS"	33	"COLLECTIONS2"	"VARCHAR2"	4000			"Y"
"PLAYER_QUEST_OBJECTS"	1	"OBJECT_ID"	"NUMBER"	22	20	0	"N"
"PLAYER_QUEST_OBJECTS"	2	"TITLE"	"VARCHAR2"	256			"Y"
"PLAYER_QUEST_OBJECTS"	3	"DESCRIPTION"	"VARCHAR2"	4000			"Y"
"PLAYER_QUEST_OBJECTS"	4	"CREATOR"	"NUMBER"	22	20	0	"Y"
"PLAYER_QUEST_OBJECTS"	5	"TOTAL_TASKS"	"NUMBER"	22		0	"Y"
"PLAYER_QUEST_OBJECTS"	6	"DIFFICULTY"	"NUMBER"	22		0	"Y"
"PLAYER_QUEST_OBJECTS"	7	"TASK_TITLE1"	"VARCHAR2"	128			"Y"
"PLAYER_QUEST_OBJECTS"	8	"TASK_DESCRIPTION1"	"VARCHAR2"	4000			"Y"
"PLAYER_QUEST_OBJECTS"	9	"TASK_TITLE2"	"VARCHAR2"	128			"Y"
"PLAYER_QUEST_OBJECTS"	10	"TASK_DESCRIPTION2"	"VARCHAR2"	4000			"Y"
"PLAYER_QUEST_OBJECTS"	11	"TASK_TITLE3"	"VARCHAR2"	128			"Y"
"PLAYER_QUEST_OBJECTS"	12	"TASK_DESCRIPTION3"	"VARCHAR2"	4000			"Y"
"PLAYER_QUEST_OBJECTS"	13	"TASK_TITLE4"	"VARCHAR2"	128			"Y"
"PLAYER_QUEST_OBJECTS"	14	"TASK_DESCRIPTION4"	"VARCHAR2"	4000			"Y"
"PLAYER_QUEST_OBJECTS"	15	"TASK_TITLE5"	"VARCHAR2"	128			"Y"
"PLAYER_QUEST_OBJECTS"	16	"TASK_DESCRIPTION5"	"VARCHAR2"	4000			"Y"
"PLAYER_QUEST_OBJECTS"	17	"TASK_TITLE6"	"VARCHAR2"	128			"Y"
"PLAYER_QUEST_OBJECTS"	18	"TASK_DESCRIPTION6"	"VARCHAR2"	4000			"Y"
"PLAYER_QUEST_OBJECTS"	19	"TASK_TITLE7"	"VARCHAR2"	128			"Y"
"PLAYER_QUEST_OBJECTS"	20	"TASK_DESCRIPTION7"	"VARCHAR2"	4000			"Y"
"PLAYER_QUEST_OBJECTS"	21	"TASK_TITLE8"	"VARCHAR2"	128			"Y"
"PLAYER_QUEST_OBJECTS"	22	"TASK_DESCRIPTION8"	"VARCHAR2"	4000			"Y"
"PLAYER_QUEST_OBJECTS"	23	"TASK_TITLE9"	"VARCHAR2"	128			"Y"
"PLAYER_QUEST_OBJECTS"	24	"TASK_DESCRIPTION9"	"VARCHAR2"	4000			"Y"
"PLAYER_QUEST_OBJECTS"	25	"TASK_TITLE10"	"VARCHAR2"	128			"Y"
"PLAYER_QUEST_OBJECTS"	26	"TASK_DESCRIPTION10"	"VARCHAR2"	4000			"Y"
"PLAYER_QUEST_OBJECTS"	27	"TASK_TITLE11"	"VARCHAR2"	128			"Y"
"PLAYER_QUEST_OBJECTS"	28	"TASK_DESCRIPTION11"	"VARCHAR2"	4000			"Y"
"PLAYER_QUEST_OBJECTS"	29	"TASK_TITLE12"	"VARCHAR2"	128			"Y"
"PLAYER_QUEST_OBJECTS"	30	"TASK_DESCRIPTION12"	"VARCHAR2"	4000			"Y"
"PROPERTY_LISTS"	1	"OBJECT_ID"	"NUMBER"	22	20	0	"N"
"PROPERTY_LISTS"	2	"LIST_ID"	"NUMBER"	22		0	"N"
"PROPERTY_LISTS"	3	"VALUE"	"VARCHAR2"	500			"N"
"PUBLISH_PLAYER_FIXUP"	1	"PLAYER_OBJECT_ID"	"NUMBER"	22	20	0	"N"
"PUBLISH_PLAYER_FIXUP"	2	"X"	"NUMBER"	22			"Y"
"PUBLISH_PLAYER_FIXUP"	3	"Y"	"NUMBER"	22			"Y"
"PUBLISH_PLAYER_FIXUP"	4	"Z"	"NUMBER"	22			"Y"
"PURGE_ACCOUNTS"	1	"STATION_ID"	"NUMBER"	22			"N"
"PURGE_ACCOUNTS"	2	"PURGE_PHASE"	"NUMBER"	22			"Y"
"PURGE_ACCOUNTS"	3	"PURGE_START_DATE"	"DATE"	7			"Y"
"PURGE_ACCOUNTS"	4	"PURGE_PHASE_DATE"	"DATE"	7			"Y"
"PURGE_ACCOUNTS"	5	"PURGE_LOCK"	"DATE"	7			"Y"
"PURGE_PHASES"	1	"ID"	"NUMBER"	22			"N"
"PURGE_PHASES"	2	"DESCRIPTION"	"VARCHAR2"	200			"Y"
"RESOURCE_CONTAINER_OBJECTS"	1	"OBJECT_ID"	"NUMBER"	22	20	0	"N"
"RESOURCE_CONTAINER_OBJECTS"	2	"RESOURCE_TYPE"	"NUMBER"	22	20	0	"Y"
"RESOURCE_CONTAINER_OBJECTS"	3	"QUANTITY"	"NUMBER"	22		0	"Y"
"RESOURCE_CONTAINER_OBJECTS"	4	"SOURCE"	"NUMBER"	22	20	0	"Y"
"RESOURCE_TYPES"	1	"RESOURCE_ID"	"NUMBER"	22	20	0	"N"
"RESOURCE_TYPES"	2	"RESOURCE_NAME"	"VARCHAR2"	100			"Y"
"RESOURCE_TYPES"	3	"RESOURCE_CLASS"	"VARCHAR2"	100			"Y"
"RESOURCE_TYPES"	4	"ATTRIBUTES"	"VARCHAR2"	1024			"Y"
"RESOURCE_TYPES"	5	"FRACTAL_SEEDS"	"VARCHAR2"	1024			"Y"
"RESOURCE_TYPES"	6	"DEPLETED_TIMESTAMP"	"NUMBER"	22		0	"Y"
"SCRIPTS"	1	"OBJECT_ID"	"NUMBER"	22	20	0	"N"
"SCRIPTS"	2	"SEQUENCE_NO"	"NUMBER"	22		0	"N"
"SCRIPTS"	3	"SCRIPT"	"VARCHAR2"	100			"Y"
"SCRIPTS"	4	"DETACHED"	"NUMBER"	22		0	"Y"
"SCRUNCHER"	1	"NEW_OBJECT_ID"	"NUMBER"	22	20	0	"Y"
"SCRUNCHER"	2	"OLD_OBJECT_ID"	"NUMBER"	22	20	0	"N"
"SHIP_OBJECTS"	1	"OBJECT_ID"	"NUMBER"	22	20	0	"N"
"SHIP_OBJECTS"	2	"SLIDE_DAMPENER"	"FLOAT"	22	126		"Y"
"SHIP_OBJECTS"	3	"CURRENT_CHASSIS_HIT_POINTS"	"FLOAT"	22	126		"Y"
"SHIP_OBJECTS"	4	"MAXIMUM_CHASSIS_HIT_POINTS"	"FLOAT"	22	126		"Y"
"SHIP_OBJECTS"	5	"CHASSIS_TYPE"	"NUMBER"	22		0	"Y"
"SHIP_OBJECTS"	6	"CMP_ARMOR_HP_MAXIMUM"	"VARCHAR2"	400			"Y"
"SHIP_OBJECTS"	7	"CMP_ARMOR_HP_CURRENT"	"VARCHAR2"	400			"Y"
"SHIP_OBJECTS"	8	"CMP_EFFICIENCY_GENERAL"	"VARCHAR2"	400			"Y"
"SHIP_OBJECTS"	9	"CMP_EFFICIENCY_ENG"	"VARCHAR2"	400			"Y"
"SHIP_OBJECTS"	10	"CMP_ENG_MAINTENANCE"	"VARCHAR2"	400			"Y"
"SHIP_OBJECTS"	11	"CMP_MASS"	"VARCHAR2"	400			"Y"
"SHIP_OBJECTS"	12	"CMP_CRC"	"VARCHAR2"	500			"Y"
"SHIP_OBJECTS"	13	"CMP_HP_CURRENT"	"VARCHAR2"	400			"Y"
"SHIP_OBJECTS"	14	"CMP_HP_MAXIMUM"	"VARCHAR2"	400			"Y"
"SHIP_OBJECTS"	15	"CMP_FLAGS"	"VARCHAR2"	400			"Y"
"SHIP_OBJECTS"	16	"CMP_NAMES"	"VARCHAR2"	4000			"Y"
"SHIP_OBJECTS"	17	"WEAPON_DAMAGE_MAXIMUM"	"VARCHAR2"	400			"Y"
"SHIP_OBJECTS"	18	"WEAPON_DAMAGE_MINIMUM"	"VARCHAR2"	400			"Y"
"SHIP_OBJECTS"	19	"WEAPON_EFFECTIVENESS_SHIELDS"	"VARCHAR2"	400			"Y"
"SHIP_OBJECTS"	20	"WEAPON_EFFECTIVENESS_ARMOR"	"VARCHAR2"	400			"Y"
"SHIP_OBJECTS"	21	"WEAPON_ENG_PER_SHOT"	"VARCHAR2"	400			"Y"
"SHIP_OBJECTS"	22	"WEAPON_REFIRE_RATE"	"VARCHAR2"	400			"Y"
"SHIP_OBJECTS"	23	"WEAPON_AMMO_CURRENT"	"VARCHAR2"	400			"Y"
"SHIP_OBJECTS"	24	"WEAPON_AMMO_MAXIMUM"	"VARCHAR2"	400			"Y"
"SHIP_OBJECTS"	25	"WEAPON_AMMO_TYPE"	"VARCHAR2"	400			"Y"
"SHIP_OBJECTS"	26	"SHIELD_HP_FRONT_MAXIMUM"	"FLOAT"	22	126		"Y"
"SHIP_OBJECTS"	27	"SHIELD_HP_BACK_MAXIMUM"	"FLOAT"	22	126		"Y"
"SHIP_OBJECTS"	28	"SHIELD_RECHARGE_RATE"	"FLOAT"	22	126		"Y"
"SHIP_OBJECTS"	29	"CAPACITOR_ENG_MAXIMUM"	"FLOAT"	22	126		"Y"
"SHIP_OBJECTS"	30	"CAPACITOR_ENG_RECHARGE_RATE"	"FLOAT"	22	126		"Y"
"SHIP_OBJECTS"	31	"ENGINE_ACC_RATE"	"FLOAT"	22	126		"Y"
"SHIP_OBJECTS"	32	"ENGINE_DECELERATION_RATE"	"FLOAT"	22	126		"Y"
"SHIP_OBJECTS"	33	"ENGINE_PITCH_ACC_RATE"	"FLOAT"	22	126		"Y"
"SHIP_OBJECTS"	34	"ENGINE_YAW_ACC_RATE"	"FLOAT"	22	126		"Y"
"SHIP_OBJECTS"	35	"ENGINE_ROLL_ACC_RATE"	"FLOAT"	22	126		"Y"
"SHIP_OBJECTS"	36	"ENGINE_PITCH_RATE_MAXIMUM"	"FLOAT"	22	126		"Y"
"SHIP_OBJECTS"	37	"ENGINE_YAW_RATE_MAXIMUM"	"FLOAT"	22	126		"Y"
"SHIP_OBJECTS"	38	"ENGINE_ROLL_RATE_MAXIMUM"	"FLOAT"	22	126		"Y"
"SHIP_OBJECTS"	39	"ENGINE_SPEED_MAXIMUM"	"FLOAT"	22	126		"Y"
"SHIP_OBJECTS"	40	"REACTOR_ENG_GENERATION_RATE"	"FLOAT"	22	126		"Y"
"SHIP_OBJECTS"	41	"BOOSTER_ENG_MAXIMUM"	"FLOAT"	22	126		"Y"
"SHIP_OBJECTS"	42	"BOOSTER_ENG_RECHARGE_RATE"	"FLOAT"	22	126		"Y"
"SHIP_OBJECTS"	43	"BOOSTER_ENG_CONSUMPTION_RATE"	"FLOAT"	22	126		"Y"
"SHIP_OBJECTS"	44	"BOOSTER_ACC"	"FLOAT"	22	126		"Y"
"SHIP_OBJECTS"	45	"BOOSTER_SPEED_MAXIMUM"	"FLOAT"	22	126		"Y"
"SHIP_OBJECTS"	46	"DROID_IF_CMD_SPEED"	"FLOAT"	22	126		"Y"
"SHIP_OBJECTS"	47	"INSTALLED_DCD"	"NUMBER"	22	20	0	"Y"
"SHIP_OBJECTS"	48	"CHASSIS_CMP_MASS_MAXIMUM"	"FLOAT"	22	126		"Y"
"SHIP_OBJECTS"	49	"CMP_CREATORS"	"VARCHAR2"	400			"Y"
"SHIP_OBJECTS"	50	"CARGO_HOLD_CONTENTS_MAXIMUM"	"NUMBER"	22			"Y"
"SHIP_OBJECTS"	51	"CARGO_HOLD_CONTENTS_CURRENT"	"NUMBER"	22			"Y"
"SHIP_OBJECTS"	52	"CARGO_HOLD_CONTENTS"	"VARCHAR2"	500			"Y"
"STATIC_OBJECTS"	1	"OBJECT_ID"	"NUMBER"	22	20	0	"N"
"STATUSES"	1	"ID"	"NUMBER"	22			"N"
"STATUSES"	2	"DESCRIPTION"	"VARCHAR2"	200			"Y"
"STATUSES"	3	"DO_PURGE"	"CHAR"	1			"Y"
"STATUSES"	4	"REVIEWED"	"CHAR"	1			"Y"
"SWG_CHARACTERS"	1	"STATION_ID"	"NUMBER"	22			"N"
"SWG_CHARACTERS"	2	"CLUSTER_ID"	"NUMBER"	22			"N"
"SWG_CHARACTERS"	3	"CHARACTER_NAME"	"VARCHAR2"	127			"N"
"SWG_CHARACTERS"	4	"OBJECT_ID"	"NUMBER"	22			"Y"
"SWG_CHARACTERS"	5	"CHARACTER_TYPE"	"NUMBER"	22			"Y"
"SWG_CHARACTERS"	6	"TEMPLATE_ID"	"NUMBER"	22			"Y"
"SWG_CHARACTERS"	7	"ENABLED"	"CHAR"	1			"N"
"TANGIBLE_OBJECTS"	1	"OBJECT_ID"	"NUMBER"	22	20	0	"N"
"TANGIBLE_OBJECTS"	2	"MAX_HIT_POINTS"	"NUMBER"	22		0	"Y"
"TANGIBLE_OBJECTS"	3	"OWNER_ID"	"NUMBER"	22		0	"Y"
"TANGIBLE_OBJECTS"	4	"VISIBLE"	"CHAR"	1			"Y"
"TANGIBLE_OBJECTS"	5	"APPEARANCE_DATA"	"VARCHAR2"	2000			"Y"
"TANGIBLE_OBJECTS"	6	"INTEREST_RADIUS"	"NUMBER"	22		0	"Y"
"TANGIBLE_OBJECTS"	7	"PVP_TYPE"	"NUMBER"	22		0	"Y"
"TANGIBLE_OBJECTS"	8	"PVP_FACTION"	"NUMBER"	22		0	"Y"
"TANGIBLE_OBJECTS"	9	"DAMAGE_TAKEN"	"NUMBER"	22		0	"Y"
"TANGIBLE_OBJECTS"	10	"CUSTOM_APPEARANCE"	"VARCHAR2"	2000			"Y"
"TANGIBLE_OBJECTS"	11	"COUNT"	"NUMBER"	22		0	"Y"
"TANGIBLE_OBJECTS"	12	"CONDITION"	"NUMBER"	22		0	"Y"
"TANGIBLE_OBJECTS"	13	"CREATOR_ID"	"NUMBER"	22	20	0	"Y"
"TANGIBLE_OBJECTS"	14	"SOURCE_DRAFT_SCHEMATIC"	"NUMBER"	22		0	"Y"
"TEMP_CHARACTERS"	1	"TRANSACTION_TYPE"	"NUMBER"	22			"Y"
